"Excel Raw Data Export"
"(C)Copyright 2005 Corbett Research, Pty Ltd. (R) All Rights Reserved."
"File";"200303 TexRed02.rex"
"Date";"2020-03-03"
"Time";"08:16:47"


"Channel Cycling A.FAM/TxRed"

"ID";"1";"2";"3";"4";"5";"6";"7";"8"
"40";"2,39485262328018";"3,4816001627629";"4,35938517879465";"3,50223163195239";"3,60265506981003";"2,09318567295221";"3,01168212764621";"2,03469520103761"



"Quantitative analysis of channel Cycling A.FAM/TxRed : Page 1"

"ID";"1";"2";"3";"4";"5";"6";"7";"8"
"Page 1";" 1";" 2";" 3";" 4";" 5";" 6";" 7";" 8"
"1";"4,30088513456972E-02";"4,27986378683792E-02";"5,55651118332869E-02";"0,038105303242373";"4,93245833864056E-02";"7,34393317501798E-02";"5,06551472910145E-02";"3,36193104771667E-02"
"2";"3,42818062542584E-02";"3,69872796968596E-02";"5,03289498085444E-02";"3,23775061880884E-02";"4,40793772327854E-02";"6,34296372291975E-02";"4,53634624851706E-02";"2,53104974587039E-02"
"3";"2,55547611628196E-02";"3,11759215253399E-02";"4,50927877838019E-02";"2,66497091338038E-02";"3,88341710791651E-02";"5,34199427082152E-02";"4,00717776793267E-02";"1,70016844402411E-02"
"4";"1,68277160713808E-02";"2,53645633538203E-02";"3,98566257590595E-02";"2,09219120795192E-02";"3,35889649255448E-02";"4,34102481872328E-02";"3,47800928734828E-02";"8,69287142177831E-03"
"5";"8,20373811401102E-03";"1,96268020703566E-02";"3,47783398418422E-02";"1,52422291171287E-02";"2,83055232092462E-02";"3,34731226533952E-02";"0,029637430267947";"2,33404701206318E-04"
"6";"-3,55244107892515E-04";"1,39668889749197E-02";"2,98736879937344E-02";"9,54666103884699E-03";"2,29605835155986E-02";"2,36827355357875E-02";"2,46004175021462E-02";"-8,38587981621365E-03"
"7";"-8,86264440104366E-03";"8,39565295724035E-03";"0,025170380333298";"3,76288102267055E-03";"0,017523658141647";"1,41344128171343E-02";"1,96170295811077E-02";"-1,71625763310833E-02"
"8";"-0,017465400451618";"2,82074367043651E-03";"0,02057846273471";"-2,25716017927296E-03";"1,19512458093245E-02";"4,82782961070859E-03";"1,45212235341372E-02";"-0,026080779736521"
"9";"-2,61790713779724E-02";"-2,81812495187357E-03";"1,60745223533628E-02";"-8,5766224570774E-03";"6,23289878082008E-03";"-4,20433625658375E-03";"9,23886705887648E-03";"-3,50710932726694E-02"
"10";"-3,49528106457946E-02";"-8,58536206872708E-03";"1,16301995623315E-02";"-1,51465955319303E-02";"4,0825836707719E-04";"-1,29094005859828E-02";"3,77808320564609E-03";"-4,40252018039191E-02"
"11";"-4,37004584708717E-02";"-0,014474665294701";"7,25276737583648E-03";"-2,18467600226875E-02";"-5,49330758958173E-03";"-0,021248742452862";"-1,80279023060714E-03";"-5,28969778476516E-02"
"12";"-5,23825302641299E-02";"-2,04818048194854E-02";"2,91641541740043E-03";"-2,85430410484541E-02";"-1,14387346248648E-02";"-2,92496077354963E-02";"-7,44738318385459E-03";"-6,16753340641476E-02"
"13";"-6,09998425818349E-02";"-2,65615798445623E-02";"-1,37926573643345E-03";"-0,035139601433216";"-1,74330759977205E-02";"-3,70211991953589E-02";"-1,31633329132364E-02";"-7,04109764320681E-02"
"14";"-6,95475397768522E-02";"-3,26652487561548E-02";"-5,64924073697026E-03";"-4,15410691717527E-02";"-2,35072040510945E-02";"-4,46988572701087E-02";"-1,90201890874565E-02";"-7,91253503380716E-02"
"15";"-7,79608223504303E-02";"-3,86828449423829E-02";"-9,87888069011535E-03";"-4,76094191906884E-02";"-2,97297792558787E-02";"-5,24101897866971E-02";"-2,51252737628652E-02";"-8,78418427149918E-02"
"16";"-8,60647008609787E-02";"-4,43459902373382E-02";"-1,40539496572336E-02";"-5,30307011282863E-02";"-3,61394665425227E-02";"-6,01890746943608E-02";"-3,15657197992884E-02";"-9,65041063669479E-02"
"17";"-9,36359327346643E-02";"-4,90709905326563E-02";"-0,018169128025172";"-5,72965551550044E-02";"-4,27028117128961E-02";"-6,80033957284295E-02";"-3,83708982168956E-02";"-0,105054654301561"
"18";"-0,100470539673707";"-5,20039549951387E-02";"-2,22794424874928E-02";"-5,97757961706342E-02";"-4,92593561817843E-02";"-7,57300271340444E-02";"-4,54901760401181E-02";"-0,113411392379444"
"19";"-0,106512701326551";"-5,22878110262605E-02";"-2,64983083789649E-02";"-6,00191467066262E-02";"-5,54440445897441E-02";"-8,32617940234712E-02";"-5,27829652105485E-02";"-0,121578391301161"
"20";"-0,11186285515289";"-4,95204965635693E-02";"-3,09650055293524E-02";"-5,79989451751488E-02";"-6,06300222720133E-02";"-9,04986589717575E-02";"-6,00689462281369E-02";"-0,129569914105799"
"21";"-0,116772974880918";"-4,39776539245461E-02";"-3,57971045743099E-02";"-5,42841473776675E-02";"-6,40548163035466E-02";"-9,73988185062902E-02";"-6,71718798411576E-02";"-0,137424829489975"
"22";"-0,12156708439911";"-3,67573217212632E-02";"-0,041028917208518";"-4,99229524565787E-02";"-6,50240596809536E-02";"-0,103863408125146";"-7,39733222457293E-02";"-0,145059515903666"
"23";"-0,126534333270946";"-2,94667206935481E-02";"-4,65721473852277E-02";"-4,61826181260492E-02";"-6,32294505888634E-02";"-0,109771668434512";"-8,03658832826437E-02";"-0,152286872831853"
